FILE NUMBER,FIELD,TYPE,GLOBAL REFERENCE,SET,KILL,Valid,Set,Read,Kill,Comments
52.2,0.09,MUMPS,"^PS(52.5,""AS"",
^PS(52.5,""APR"",",D SAS2^PSOSUTL,D KAS2^PSOSUTL,1,,,,
52.41,1,MUMPS,"^PS(52.41,""PN"",","S ^PS(52.41,""PN"",$P(^DPT($P(^PS(52.41,DA,0),""^"",2),0),""^""),DA)=""""","K ^PS(52.41,""PN"",$P(^DPT($P(^PS(52.41,DA,0),""^"",2),0),""^""),DA)",1,,,,
52.41,1.1,MUMPS,"^PS(52.41,""HLP"",","S ^PS(52.41,""HLP"",X,$P(^PS(52.41,DA,0),""^"",2),DA)=""""","K ^PS(52.41,""HLP"",X,$P(^PS(52.41,DA,0),""^"",2),DA)",1,,,,
52.41,1.1,MUMPS,"^PS(52.41,""ACL"",","I $P(^PS(52.41,DA,0),""^"",3)=""NW""!($P(^(0),""^"",3)=""RNW"")!($P(^(0),""^"",3)=""RF""),$P(^(0),""^"",12) S ^PS(52.41,""ACL"",X,$P(^PS(52.41,DA,0),""^"",12),DA)=""""","I $P(^PS(52.41,DA,0),""^"",12) K ^PS(52.41,""ACL"",X,$P(^PS(52.41,DA,0),""^"",12),DA)",1,,,,
52.41,2,MUMPS,"^PS(52.41,""AOR"",","I X=""NW""!(X=""RNW"")!(X=""RF""),$P($G(^PS(52.41,DA,""INI"")),""^"") S ^PS(52.41,""AOR"",$P(^PS(52.41,DA,0),""^"",2),$P(^(""INI""),""^""),DA)=""""","I $P($G(^PS(52.41,DA,""INI"")),""^"") K ^PS(52.41,""AOR"",$P(^PS(52.41,DA,0),""^"",2),$P(^(""INI""),""^""),DA)",1,,,,
52.41,15,MUMPS,"^PS(52.41,""AD"",","I $P(^PS(52.41,DA,0),""^"",3)=""NW""!($P(^(0),""^"",3)=""RNW"")!($P(^(0),""^"",3)=""RF"") S ^PS(52.41,""AD"",X,$P(^PS(52.41,DA,""INI""),""^""),DA)=""""","K ^PS(52.41,""AD"",X,$P(^PS(52.41,DA,""INI""),""^""),DA)",1,,,,
52.41,15,MUMPS,"^PS(52.41,""ACL"",","I $P(^PS(52.41,DA,0),""^"",3)=""NW""!($P(^(0),""^"",3)=""RNW"")!($P(^(0),""^"",3)=""RF""),$P(^(0),""^"",13) S ^PS(52.41,""ACL"",$P(^PS(52.41,DA,0),""^"",13),X,DA)=""""","I $P(^PS(52.41,DA,0),""^"",13) K ^PS(52.41,""ACL"",$P(^PS(52.41,DA,0),""^"",13),X,DA)",1,,,,
52.41,19,MUMPS,"^PS(52.41,""AC"",","S ^PS(52.41,""AC"",$P(^PS(52.41,DA,0),""^"",2),X,DA)=""""","K ^PS(52.41,""AC"",$P(^PS(52.41,DA,0),""^"",2),X,DA)",1,,,,
52.41,22.1,MUMPS,"^PS(52.41,""AOR"",",":$P(^PS(52.41,DA,0),""^"",3)=""NW""!($P(^(0),""^"",3)=""RNW"")!($P(^(0),""^"",3)=""RF"") ^PS(52.41,""AOR"",$P(^PS(52.41,DA,0),""^"",2),X,DA)=""""","K ^PS(52.41,""AQ"",X,DA)",1,,,,
52.41,25,MUMPS,"^PS(52.41,""AP"",","S ^PS(52.41,""AP"",$P(^PS(52.41,DA,0),""^"",2),X,DA)=""""","K ^PS(52.41,""AP"",$P(^PS(52.41,DA,0),""^"",2),X,DA)",1,,,,
52.41,100,MUMPS,"^PS(52.41,""AOR"",","S:$P(^PS(52.41,DA,0),""^"",3)=""NW""!($P(^(0),""^"",3)=""RNW"")!($P(^(0),""^"",3)=""RF"") ^PS(52.41,""AOR"",$P(^PS(52.41,DA,0),""^"",2),X,DA)=""""","K ^PS(52.41,""AOR"",$P(^PS(52.41,DA,0),""^"",2),X,DA)",1,,,,
52.41,100,MUMPS,"^PS(52.41,""AD"",","I $P(^PS(52.41,DA,0),""^"",3)=""NW""!($P(^(0),""^"",3)=""RNW"")!($P(^(0),""^"",3)=""RF"") S ^PS(52.41,""AD"",$P(^PS(52.41,DA,0),""^"",12),X,DA)=""""","K ^PS(52.41,""AD"",$P(^PS(52.41,DA,0),""^"",12),X,DA)",1,,,,
52.43,5,MUMPS,"^PS(52.43,""AD"",","S ^PS(52.43,""AD"",X,DA)=""""","K ^PS(52.43,""AD"",X,DA)",1,,,,
52.5,0.01,MUMPS,"^PS(52.5,",D SET^PSOSUTL,D KILL^PSOSUTL,1,,,,
52.5,0.02,MUMPS,"^PS(52.5,""AC"",","K:+$G(^(""P""))=1 ^PS(52.5,""AC"",+$P(^PS(52.5,DA,0),""^"",3),X,DA) S:+$G(^PS(52.5,DA,""P""))'=1&($P($G(^PS(52.5,DA,0)),""^"",3))&($P($G(^PS(52.5,DA,0)),""^"",7)="""") ^PS(52.5,""AC"",$P(^PS(52.5,DA,0),""^"",3),X,DA)=""""","K ^PS(52.5,""AC"",+$P(^PS(52.5,DA,0),""^"",3),X,DA)",1,,,,
52.5,0.03,MUMPS,,"K:+$G(^(""P""))=1 ^PS(52.5,""AC"",X,+$P($G(^PS(52.5,DA,0)),""^"",2),DA) S:+$G(^PS(52.5,DA,""P""))'=1&($P($G(^PS(52.5,DA,0)),""^"",2))&($P($G(^PS(52.5,DA,0)),""^"",7)="""") ^PS(52.5,""AC"",X,+$P($G(^PS(52.5,DA,0)),""^"",2),DA)=""""","K ^PS(52.5,""AC"",X,+$P(^PS(52.5,DA,0),""^"",2),DA)",1,,,,
52.5,0.06,MUMPS,"^PS(52.5,""AS"",
^PS(52.5,""APR"",",D SDIVAS^PSOSUTL1,D KDIVAS^PSOSUTL1,1,,,,
52.5,0.06,MUMPS,^PSRX(,D SDIV^PSOSUTL,,1,,,,
52.5,2,MUMPS,"^PS(52.5,""AC"",","K:X=1 ^PS(52.5,""AC"",$P(^PS(52.5,DA,0),""^"",3),$P(^PS(52.5,DA,0),""^"",2),DA) S:X'=1&($P($G(^PS(52.5,DA,0)),""^"",7)="""") ^PS(52.5,""AC"",$P(^PS(52.5,DA,0),""^"",3),$P(^PS(52.5,DA,0),""^"",2),DA)=""""","K ^PS(52.5,""AC"",$P(^PS(52.5,DA,0),""^"",3),$P(^(0),""^"",2),DA)",1,,,,
52.5,2,MUMPS,"^PS(52.5,""ADL"",",D SADL^PSOSUTL1,D KADL^PSOSUTL1,1,,,,
52.5,3,MUMPS,"^PS(52.5,""AQ"",","S:X=""Q"" ^PS(52.5,""AQ"",$P(^PS(52.5,DA,0),""^"",2),$P(^PS(52.5,DA,0),""^"",3),DA)="""" K:X=""Q"" ^PS(52.5,""AC"",+$P(^PS(52.5,DA,0),""^"",3),+$P(^PS(52.5,DA,0),""^"",2),DA)","K ^PS(52.5,""AQ"",$P(^PS(52.5,DA,0),""^"",2),$P(^PS(52.5,DA,0),""^"",3),DA)",1,,,,
52.5,3,MUMPS,"^PS(52.5,""AX"",","S:X=""X"" ^PS(52.5,""AX"",$P(^PS(52.5,DA,0),""^"",2),$P(^PS(52.5,DA,0),""^"",3),DA)="""" K:X=""X"" ^PS(52.5,""AC"",+$P(^PS(52.5,DA,0),""^"",3),+$P(^PS(52.5,DA,0),""^"",2),DA)","K ^PS(52.5,""AX"",$P(^PS(52.5,DA,0),""^"",2),$P(^PS(52.5,DA,0),""^"",3),DA)",1,,,,
52.5,3,MUMPS,"^PS(52.5,""AL"",","S:X=""L"" ^PS(52.5,""AL"",$P(^PS(52.5,DA,0),""^"",2),$P(^PS(52.5,DA,0),""^"",3),DA)="""" K:X=""L"" ^PS(52.5,""AC"",+$P(^PS(52.5,DA,0),""^"",3),+$P(^PS(52.5,DA,0),""^"",2),DA)","K ^PS(52.5,""AL"",$P(^PS(52.5,DA,0),""^"",2),$P(^PS(52.5,DA,0),""^"",3),DA)",1,,,,
52.5,3,MUMPS,"^PS(52.5,""AP"",","S:X=""P"" ^PS(52.5,""AP"",$P(^PS(52.5,DA,0),""^"",2),$P(^PS(52.5,DA,0),""^"",3),DA)="""" K:X=""P"" ^PS(52.5,""AC"",+$P(^PS(52.5,DA,0),""^"",3),+$P(^PS(52.5,DA,0),""^"",2),DA)","K ^PS(52.5,""AP"",$P(^PS(52.5,DA,0),""^"",2),$P(^PS(52.5,DA,0),""^"",3),DA)",1,,,,
52.5,3,MUMPS,"^PS(52.5,""AG"",","S:$G(X)=""P""!($G(X)=""Q"") ^PS(52.5,""AG"",+$P(^PS(52.5,DA,0),""^"",3),DA)="""" K:$G(X)=""Q""!($G(X)=""P"") ^PS(52.5,""AC"",+$P(^PS(52.5,DA,0),""^"",3),+$P(^PS(52.5,DA,0),""^"",2),DA)","K ^PS(52.5,""AG"",$P(^PS(52.5,DA,0),""^"",3),DA)",1,,,,
52.5,4,MUMPS,"^PS(52.5,""AS"",
^PS(52.5,""APR"",",D SPDTAS^PSOSUTL1,D KPDTAS^PSOSUTL1,1,,,,
52.5,5,MUMPS,"^PS(52.5,""AS"",
^PS(52.5,""APR"",",D SPBYAS^PSOSUTL1,D KPBYAS^PSOSUTL1,1,,,,
52.5,7,MUMPS,"^PS(52.5,""AS"",
^PS(52.5,""APR"",",D SSEQAS^PSOSUTL1,D KSEQAS^PSOSUTL1,1,,,,
52.51,3,MUMPS,"^PS(52.51,""AS"",",D SDATE^PSOEXREF,D KDATE^PSOEXREF,1,,,,
52.51,4,MUMPS,"^PS(52.51,""AS"",",D SPER^PSOEXREF,D KPER^PSOEXREF,1,,,,
52.51,10,MUMPS,"^PS(52.51,""AM"",",D SMES^PSOEXREF,D KMES^PSOEXREF,1,,,,
52.51,15,MUMPS,"^PS(52.51,""AS"",",D SDIV^PSOEXREF,D KDIV^PSOEXREF,1,,,,
52.51,15,MUMPS,"^PS(52.51,""AM"",",D SDIVM^PSOEXREF,D KDIVM^PSOEXREF,1,,,,
52.6,1,MUMPS,"^PSDRUG(""IU"",
^PSDRUG(""AIU""_value,","I $P($G(^PSDRUG(X,2)),""^"",3)'[""I"" S PSIUDA=X,PSIUX=""I"" D ENS^PSSGIU","I '$D(^PS(52.7,""AC"",X)) S XX=$O(^PS(52.6,""AC"",X,0)) S:XX=DA XX=$O(^(XX)) I XX,$P($G(^PSDRUG(X,2)),""^"",3)[""I"" S PSIUDA=X,PSIUX=""I"" D END^PSSGIU",1,,,,
52.6,1,MUMPS,,D S526^PSSPOID1,D K526^PSSPOID1,1,,,,
52.6,12,MUMPS,,"I '$D(DIU(0)) N PSSTEST S PSSTEST=$P($G(^PS(52.6,DA,0)),""^"",11) Q:'PSSTEST  S PSSCROSS=1 D EN1^PSSPOIDT K PSSCROSS Q","I '$D(DIU(0)) N PSSTEST S PSSTEST=$P($G(^PS(52.6,DA,0)),""^"",11) Q:'PSSTEST  S PSSCROSS=1 D EN1^PSSPOIDT K PSSCROSS Q",1,,,,
52.6,17,MUMPS,,"I '$D(DIU(0)) N PSSTEST S PSSTEST=$P($G(^PS(52.6,DA,0)),""^"",11) Q:'PSSTEST  S PSSCROSS=1 D EN1^PSSPOIDT K PSSCROSS Q","I '$D(DIU(0)) N PSSTEST S PSSTEST=$P($G(^PS(52.6,DA,0)),""^"",11) Q:'PSSTEST  S PSSCROSS=1 D EN1^PSSPOIDT K PSSCROSS Q",1,,,,
52.7,1,MUMPS,"^PSDRUG(""IU"",
^PSDRUG(""AIU""_value,","I $P($G(^PSDRUG(X,2)),""^"",3)'[""I"" S PSIUDA=X,PSIUX=""I"" D ENS^PSSGIU K PSIUDA,PSIUX","I '$D(^PS(52.6,""AC"",X)) S XX=$O(^PS(52.7,""AC"",X,0)) S:XX=DA XX=$O(^(XX)) I XX,$P($G(^PSDRUG(X,2)),""^"",3)[""I"" S PSIUDA=X,PSIUX=""I"" D END^PSSGIU K PSIUDA,PSIUX",1,,,,
52.7,1,MUMPS,"^PSDRUG(""A527""
^PS(52.7,""AOI"",",D S527^PSSPOID1,D K527^PSSPOID1,1,,,,
52.7,8,MUMPS,,"I '$D(DIU(0)) N PSSTEST S PSSTEST=$P($G(^PS(52.7,DA,0)),""^"",11) Q:'PSSTEST  S PSSCROSS=1 D EN1^PSSPOIDT K PSSCROSS Q","I '$D(DIU(0)) N PSSTEST S PSSTEST=$P($G(^PS(52.7,DA,0)),""^"",11) Q:'PSSTEST  S PSSCROSS=1 D EN1^PSSPOIDT K PSSCROSS Q",1,,,,
52.7,17,MUMPS,,"I '$D(DIU(0)) N PSSTEST S PSSTEST=$P($G(^PS(52.7,DA,0)),""^"",11) Q:'PSSTEST  S PSSCROSS=1 D EN1^PSSPOIDT K PSSCROSS Q","I '$D(DIU(0)) N PSSTEST S PSSTEST=$P($G(^PS(52.7,DA,0)),""^"",11) Q:'PSSTEST  S PSSCROSS=1 D EN1^PSSPOIDT K PSSCROSS Q",1,,,,
52.8,0.01,MUMPS,"^PSOARC(""B"",","S ^PSOARC(""B"",$P(^DPT($P(^PSRX(X,0),U,2),0),U,1),$P(^(0),U,9),DA)=""""","K ^PSOARC(""B"",$P(^DPT($P(^PSRX(X,0),U,2),0),U,1),$P(^(0),U,9),DA)",1,,,,
52.91,2,MUMPS,"^PS(655,",D RXPAT^PSOTPCAN,,1,,,,
53.1,0.5,MUMPS,"^PS(53.1,""AS"",
^PS(53.1,""AC"",
^PS(53.1,""AV"",
^PS(53.1,""AOD"",","S XX=X,X=""PSGAXR"" X ^%ZOSF(""TEST"") I  S X=XX D ENNPS^PSGAXR","S XX=X,X=""PSGAXR"" X ^%ZOSF(""TEST"") I  S X=XX D ENNPK^PSGAXR",1,,,,
53.1,16,MUMPS,"^PS(53.1,""AV"",","S XX=X,X=""PSGAXR"" X ^%ZOSF(""TEST"") I  S X=XX D ENNACK^PSGAXR","S XX=X,X=""PSGAXR"" X ^%ZOSF(""TEST"") I  S X=XX D ENNACKK^PSGAXR",1,,,,
53.1,28,MUMPS,"^PS(53.1,""AS"",
^PS(53.1,""AC"",
^PS(53.1,""AD"",
^PS(53.1,""AOD"",","S XX=X,X=""PSGAXR"" X ^%ZOSF(""TEST"") I  S X=XX D ENSS^PSGAXR","S XX=X,X=""PSGAXR"" X ^%ZOSF(""TEST"") I  S X=XX D ENSK^PSGAXR",1,,,,
53.1,101,MUMPS,"^PS(53.1,""D"",
^PS(53.1,""AOD"",",D ENNDS^PSGAXR,D ENNDK^PSGAXR,1,,,,
53.4,1,MUMPS,"^PS(53.4,""AUD"",","I ^PS(53.4,DA,0) S ^PS(53.4,""AUD"",+^(0),+X,DA)=""""","I ^PS(53.4,DA,0) K ^PS(53.4,""AUD"",+^(0),+X,DA)",1,,,,
53.5,0.01,MUMPS,"^PS(53.5,""AC"",","D EN535^PSGPLXR(DA,""S"",""AC"")","D EN535^PSGPLXR(DA,""K"",""AC"")",1,,,,
53.5,0.01,MUMPS,"^PS(53.5,""AB"",","D ENABO^PSGPLXR(DA,""AB"",""S"")","D ENABO^PSGPLXR(DA,""AB"",""K"")",1,,,,
53.5,0.01,MUMPS,"^PS(53.5,""AO"",","D ENABO^PSGPLXR(DA,""AO"",""S"")","D ENABO^PSGPLXR(DA,""AO"",""K"")",1,,,,
53.5,0.01,MUMPS,"^PS(53.5,""A"",","D ENA^PSGPLXR(DA,""S"")","D ENA^PSGPLXR(DA,""K"")",1,,,,
53.5,0.02,MUMPS,"^PS(53.5,""A"",","D ENA^PSGPLXR(DA,""S"")","D ENA^PSGPLXR(DA,""K"")",1,,,,
53.5,0.02,MUMPS,"^PS(53.5,""AB"",","D:'$P(^(0),U,5) ENABO^PSGPLXR(DA,""AB"",""S"")","D ENABO^PSGPLXR(DA,""AB"",""K"")",1,,,,
53.5,0.02,MUMPS,"^PS(53.5,""AO"",","D:$P(^(0),U,5)=2 ENABO^PSGPLXR(DA,""AO"",""S"")","D ENABO^PSGPLXR(DA,""AO"",""K"")",1,,,,
53.5,0.03,MUMPS,"^PS(53.5,""AB"",","D:'$P(^(0),U,5) ENABO^PSGPLXR(DA,""AB"",""S"")","D ENABO^PSGPLXR(DA,""AB"",""K"")",1,,,,
53.5,0.03,MUMPS,"^PS(53.5,""AO"",","D:$P(^(0),U,5)=2 ENABO^PSGPLXR(DA,""AO"",""S"")","D ENABO^PSGPLXR(DA,""AO"",""K"")",1,,,,
53.5,0.05,MUMPS,"^PS(53.5,""AF"",","S:X=1 ^PS(53.5,""AF"",DA)=""""","K ^PS(53.5,""AF"",DA)",1,,,,
53.51,0.01,MUMPS,"^PS(53.5,""AC"",","D EN5351^PSGPLXR(DA(1),DA,""S"",""AC"")","D EN5351^PSGPLXR(DA(1),DA,""K"",""AC"",""PT"",X)",1,,,,
53.51,0.01,MUMPS,"^PS(53.5,""AU"",","D EN5351^PSGPLXR(DA(1),DA,""S"",""AU"")","D EN5351^PSGPLXR(DA(1),DA,""K"",""AU"")",1,,,,
53.51,0.02,MUMPS,"^PS(53.5,""AC"",","D EN5351^PSGPLXR(DA(1),DA,""S"",""AC"")","D EN5351^PSGPLXR(DA(1),DA,""K"",""AC"",""AT"",X)",1,,,,
53.51,0.02,MUMPS,"^PS(53.5,""AU"",","D EN5351^PSGPLXR(DA(1),DA,""S"",""AU"")","D EN5351^PSGPLXR(DA(1),DA,""K"",""AU"")",1,,,,
53.51,0.03,MUMPS,"^PS(53.5,""AC"",","D EN5351^PSGPLXR(DA(1),DA,""S"",""AC"")","D EN5351^PSGPLXR(DA(1),DA,""K"",""AC"",""WD"",X)",1,,,,
53.51,0.03,MUMPS,"^PS(53.5,""AU"",","D EN5351^PSGPLXR(DA(1),DA,""S"",""AU"")","D EN5351^PSGPLXR(DA(1),DA,""K"",""AU"")",1,,,,
53.51,0.04,MUMPS,"^PS(53.5,""AC"",","D EN5351^PSGPLXR(DA(1),DA,""S"",""AC"")","D EN5351^PSGPLXR(DA(1),DA,""K"",""AC"",""RB"",X)",1,,,,
53.51,0.04,MUMPS,"^PS(53.5,""AU"",","D EN5351^PSGPLXR(DA(1),DA,""S"",""AU"")","D EN5351^PSGPLXR(DA(1),DA,""K"",""AU"")",1,,,,
53.51,0.05,MUMPS,"^PS(53.5,""AU"",","D EN5351^PSGPLXR(DA(1),DA,""S"",""AU"")","D EN5351^PSGPLXR(DA(1),DA,""K"",""AU"")",1,,,,
53.52,0.02,MUMPS,"^PS(53.5,""AC"",","D EN5352^PSGPLXR(DA(2),DA(1),DA,""S"",""AC"")","D EN5352^PSGPLXR(DA(2),DA(1),DA,""K"",""AC"",""ST"",X)",1,,,,
53.52,0.02,MUMPS,"^PS(53.5,""AU"",","D EN5352^PSGPLXR(DA(2),DA(1),DA,""S"",""AU"")","D EN5352^PSGPLXR(DA(2),DA(1),DA,""K"",""AU"")",1,,,,
53.52,0.05,MUMPS,"^PS(53.5,""AU"",","D EN5352^PSGPLXR(DA(2),DA(1),DA,""S"",""AU"")","D EN5352^PSGPLXR(DA(2),DA(1),DA,""K"",""AU"")",1,,,,
53.52,0.06,MUMPS,"^PS(53.5,""AC"",","D EN5352^PSGPLXR(DA(2),DA(1),DA,""S"",""AC"")","D EN5352^PSGPLXR(DA(2),DA(1),DA,""K"",""AC"",""PD"",X)",1,,,,
53.52,0.06,MUMPS,"^PS(53.5,""AU"",","D EN5352^PSGPLXR(DA(2),DA(1),DA,""S"",""AU"")","D EN5352^PSGPLXR(DA(2),DA(1),DA,""K"",""AU"")",1,,,,
53.53,0.01,MUMPS,"^PS(53.5,""AC"",","D EN5353^PSGPLXR(DA(3),DA(2),DA(1),DA,""S"",""AC"")","D EN5353^PSGPLXR(DA(3),DA(2),DA(1),DA,""K"",""AC"",""PDD"",X)",1,,,,
53.53,0.01,MUMPS,"^PS(53.5,""AU"",","D EN5353^PSGPLXR(DA(3),DA(2),DA(1),DA,""S"",""AU"")","D EN5353^PSGPLXR(DA(3),DA(2),DA(1),DA,""K"",""AU"")",1,,,,
53.7,1,MUMPS,"^ALPB(53.7,","S ^ALPB(53.7,""BS"",$E(X,6,9),DA)=""""","K ^ALPB(53.7,""BS"",$E(X,6,9),DA)",1,,,,
53.7,1,MUMPS,"^ALPB(53.7,","S ^ALPB(53.7,""BS5"",$E($P(^ALPB(53.7,DA,0),""^"",1))_$E(X,6,9),DA)=""""","K ^ALPB(53.7,""BS5"",$E($P(^ALPB(53.7,DA,0),""^"",1))_$E(X,6,9),DA)",1,,,,
53.702,0.01,MUMPS,"^ALPB(53.7,","S ^ALPB(53.7,""AO"",DA(1),X,DA)=""""","K ^ALPB(53.7,""AO"",DA(1),X,DA)",1,,,,
53.70213,0.01,MUMPS,"^ALPB(53.7,","S ^ALPB(53.7,DA(2),""AMLOG"",X)=""""","K ^ALPB(53.7,DA(2),""AMLOG"",X)",1,,,,
53.70213,0.01,MUMPS,"^ALPB(53.7,","S ^ALPB(53.7,DA(2),2,DA(1),10,""IMLOG"",(9999999-X),DA)=""""","K ^ALPB(53.7,DA(2),2,DA(1),10,""IMLOG"",(9999999-X),DA)",1,,,,
53.79,0.04,MUMPS,"^PSB(53.79,","S ^PSB(53.79,""AEDT"",$P(^PSB(53.79,DA,0),U),X,DA)=""""","K ^PSB(53.79,""AEDT"",$P(^PSB(53.79,DA,0),U),X,DA)",1,,,,
53.79,0.06,MUMPS,"^PSB(53.79,","S ^PSB(53.79,""AADT"",$P(^PSB(53.79,DA,0),U),X,DA)=""""","K ^PSB(53.79,""AADT"",$P(^PSB(53.79,DA,0),U),X,DA)",1,,,,
53.79,0.06,MUMPS,"^PSB(53.79,","I $P(^PSB(53.79,DA,0),U,8) S ^PSB(53.79,""AOIP"",$P(^PSB(53.79,DA,0),U),$P(^PSB(53.79,DA,0),U,8),X,DA)=""""","I $P(^PSB(53.79,DA,0),U,8) K ^PSB(53.79,""AOIP"",$P(^PSB(53.79,DA,0),U),$P(^PSB(53.79,DA,0),U,8),X,DA)",1,,,,
53.79,0.06,MUMPS,"^PSB(53.79,","D AUDIT^PSBUTL(DA,53.79,.06,X,""S"")","D AUDIT^PSBUTL(DA,53.79,.06,X,""K"")",1,,,,Direct setting of data in routine
53.79,0.08,MUMPS,"^PSB(53.79,","I $P(^PSB(53.79,DA,0),U,6) S ^PSB(53.79,""AOIP"",$P(^PSB(53.79,DA,0),U),X,+$P(^PSB(53.79,DA,0),U,6),DA)=""""","I $P(^PSB(53.79,DA,0),U,6) K ^PSB(53.79,""AOIP"",$P(^PSB(53.79,DA,0),U),X,+$P(^PSB(53.79,DA,0),U,6),DA)",1,,,,
53.79,0.09,MUMPS,"^PSB(53.79,","D AUDIT^PSBUTL(DA,53.79,.09,X,""S"")","D AUDIT^PSBUTL(DA,53.79,.09,X,""K"")",1,,,,Direct setting of data in routine
53.79,0.13,MUMPS,"^PSB(53.79,","I $P($G(^PSB(53.79,DA,.1)),U,1)]"""" S ^PSB(53.79,""AORD"",$P(^PSB(53.79,DA,0),U),$P(^PSB(53.79,DA,.1),U),X,DA)=""""","I $P($G(^PSB(53.79,DA,.1)),U,1)]"""" K ^PSB(53.79,""AORD"",$P(^PSB(53.79,DA,0),U),$P(^PSB(53.79,DA,.1),U),X,DA)",1,,,,
53.79,0.14,MUMPS,"^PSB(53.78,","D CHECK^PSBVAR(+$G(^PSB(53.79,DA,0)),X,DA)",Q,1,,,,Direct setting of data in routine
53.79,0.16,MUMPS,"^PSB(53.79,","D AUDIT^PSBUTL(DA,53.79,.16,X,""S"")","D AUDIT^PSBUTL(DA,53.79,.16,X,""K"")",1,,,,
53.79,0.21,MUMPS,"^PSB(53.79,","D AUDIT^PSBUTL(DA,53.79,.21,X,""S"")","D AUDIT^PSBUTL(DA,53.79,.21,X,""K"")",1,,,,
53.79,0.22,MUMPS,"^PSB(53.79,","D AUDIT^PSBUTL(DA,53.79,.22,X,""S"")","D AUDIT^PSBUTL(DA,53.79,.22,X,""K"")",1,,,,
53.79,0.25,MUMPS,"^PSB(53.78,","D CHKPRN^PSBVAR(+$G(^PSB(53.79,DA,0)),X,DA)",,1,,,,Direct setting of data in routine
53.79,0.28,MUMPS,"^PSB(53.79,","D AUDIT^PSBUTL(DA,53.79,.28,X,""S"")","D AUDIT^PSBUTL(DA,53.79,.28,X,""K"")",1,,,,
53.79,0.29,MUMPS,"^PSB(53.79,","D AUDIT^PSBUTL(DA,53.79,.29,X,""S"")","D AUDIT^PSBUTL(DA,53.79,.29,X,""K"")",1,,,,
53.79,0.32,MUMPS,"^PSB(53.79,","D AUDIT^PSBUTL(DA,53.79,.32,X,""S"")","D AUDIT^PSBUTL(DA,53.79,.32,X,""K"")",1,,,,
53.79,0.33,MUMPS,"^PSB(53.79,","D AUDIT^PSBUTL(DA,53.79,.33,X,""S"")","D AUDIT^PSBUTL(DA,53.79,.33,X,""K"")",1,,,,
53.795,0.03,MUMPS,"^PSB(53.79,","D AUDIT^PSBUTL(DA(1),53.795,.03,X,""S"")","D AUDIT^PSBUTL(DA(1),53.795,.03,X,""K"")",1,,,,
53.795,0.04,MUMPS,"^PSB(53.79,","D AUDIT^PSBUTL(DA(1),53.795,.04,X,""S"")","D AUDIT^PSBUTL(DA(1),53.795,.04,X,""K"")",1,,,,
53.796,0.01,MUMPS,"^PSB(53.79,","I $P(^PSB(53.79,DA,0),U,6) S ^PSB(53.79,""AOIP3"",$P(^PSB(53.79,DA(1),0),U),DA(1),X)=""""","I $P(^PSB(53.79,DA,0),U,6) K ^PSB(53.79,""AOIP3"",$P(^PSB(53.79,DA(1),0),U),DA(1),X)",1,,,,
53.796,0.03,MUMPS,"^PSB(53.79,","D AUDIT^PSBUTL(DA(1),53.796,.03,X,""S"")","D AUDIT^PSBUTL(DA(1),53.796,.03,X,""K"")",1,,,,
53.796,0.04,MUMPS,"^PSB(53.79,","D AUDIT^PSBUTL(DA(1),53.796,.04,X,""S"")","D AUDIT^PSBUTL(DA(1),53.796,.04,X,""K"")",1,,,,
53.797,0.01,MUMPS,"^PSB(53.79,","I $P(^PSB(53.79,DA,0),U,6) S ^PSB(53.79,""AOIP4"",$P(^PSB(53.79,DA(1),0),U),DA(1),X)=""""","I $P(^PSB(53.79,DA,0),U,6) K ^PSB(53.79,""AOIP4"",$P(^PSB(53.79,DA(1),0),U),DA(1),X)",1,,,,
53.797,0.03,MUMPS,"^PSB(53.79,","D AUDIT^PSBUTL(DA(1),53.797,.03,X,""S"")","D AUDIT^PSBUTL(DA(1),53.797,.03,X,""K"")",1,,,,
53.797,0.04,MUMPS,"^PSB(53.79,","D AUDIT^PSBUTL(DA(1),53.797,.04,X,""S"")","D AUDIT^PSBUTL(DA(1),53.797,.04,X,""K"")",1,,,,
55,0.01,MUMPS,"^PS(55,","I '$D(PSGINITF) S ^PS(55,""ALCNVRT"")=$S($D(^PS(59.7,1,20)):$P(^(20),""^""),1:"""")",,1,,,,Non-standard
55,0.01,MUMPS,"^PS(55,","I '$D(PSGINITF) S ^PS(55,""AUDDD"")=$S($D(^PS(59.7,1,20)):$P(^(20),""^""),1:"""")",,1,,,,Non-standard
55,0.01,MUMPS,"^PS(55,","I '$D(PSGINITF) S ^PS(55,""AUDAPM"")=$S($D(^PS(59.7,1,20)):$P(^(20),""^""),1:"""")",,1,,,,Non-standard
55,53,MUMPS,"^PS(55,","S ^PS(55,""ASAND"",DA)=""""","K ^PS(55,""ASAND"",DA)",1,,,,
55.01,0.02,MUMPS,"^PS(55,","Q:$D(PSIVACT)  I '$D(DIU(0)) S PSIVF1=55.01,PSIVF2=.02 D ENTO^PSIVAL","Q:$D(PSIVACT)  I '$D(DIU(0)) S PSIVF1=55.01,PSIVF2=.02 D ENFR^PSIVAL",1,,,,Direct setting of data in the routine
55.01,0.03,MUMPS,"^PS(55,","Q:$D(PSIVACT)  I '$D(DIU(0)) S PSIVF1=55.01,PSIVF2=.03 D ENTO^PSIVAL","Q:$D(PSIVACT)  I '$D(DIU(0)) S PSIVF1=55.01,PSIVF2=.03 D ENFR^PSIVAL",1,,,,
