FILE NUMBER,FIELD,TYPE,GLOBAL REFERENCE,SET,KILL,Valid,Set,Read,Kill,Comments
55.01,0.03,MUMPS,"^PS(55,","I $P($G(^PS(55,DA(1),""IV"",DA,0)),U,4)]"""" S ^PS(55,DA(1),""IV"",""AIT"",$P(^(0),U,4),+X,DA)=""""","I $P($G(^PS(55,DA(1),""IV"",DA,0)),U,4)]"""" K ^PS(55,DA(1),""IV"",""AIT"",$P(^(0),U,4),+X,DA)",1,,,,
55.01,0.04,MUMPS,"^PS(55,","Q:$D(PSIVACT)  I '$D(DIU(0)) S PSIVF1=55.01,PSIVF2=.04 D ENTO^PSIVAL","Q:$D(PSIVACT)  I '$D(DIU(0)) S PSIVF1=55.01,PSIVF2=.04 D ENFR^PSIVAL",1,,,,
55.01,0.06,MUMPS,"^PS(55,","Q:$D(PSIVACT)  I '$D(DIU(0)) S PSIVF1=55.01,PSIVF2=.06 D ENTO^PSIVAL","Q:$D(PSIVACT)  I '$D(DIU(0)) S PSIVF1=55.01,PSIVF2=.06 D ENFR^PSIVAL",1,,,,
55.01,0.08,MUMPS,"^PS(55,","Q:$D(PSIVACT)  I '$D(DIU(0)) S PSIVF1=55.01,PSIVF2=.08 D ENTO^PSIVAL","Q:$D(PSIVACT)  I '$D(DIU(0)) S PSIVF1=55.01,PSIVF2=.08 D ENFR^PSIVAL",1,,,,
55.01,0.09,MUMPS,"^PS(55,","Q:$D(PSIVACT)  I '$D(DIU(0)) S PSIVF1=55.01,PSIVF2=.09 D ENTO^PSIVAL","Q:$D(PSIVACT)  I '$D(DIU(0)) S PSIVF1=55.01,PSIVF2=.09 D ENFR^PSIVAL",1,,,,
55.01,0.1,MUMPS,"^PS(55,","Q:$D(PSIVACT)  I '$D(DIU(0)) S PSIVF1=55.01,PSIVF2=.1 D ENTO^PSIVAL","Q:$D(PSIVACT)  I '$D(DIU(0)) S PSIVF1=55.01,PSIVF2=.1 D ENFR^PSIVAL",1,,,,
55.01,0.12,MUMPS,"^PS(55,","Q:$D(PSIVACT)  I '$D(DIU(0)) S PSIVF1=55.01,PSIVF2=.12 D ENTO^PSIVAL","Q:$D(PSIVACT)  I '$D(DIU(0)) S PSIVF1=55.01,PSIVF2=.12 D ENFR^PSIVAL",1,,,,
55.01,31,MUMPS,"^PS(55,","Q:$D(PSIVACT)  I '$D(DIU(0)) S PSIVF1=55.01,PSIVF2=31 D ENTO^PSIVAL","Q:$D(PSIVACT)  I '$D(DIU(0)) S PSIVF1=55.01,PSIVF2=31 D ENFR^PSIVAL",1,,,,
55.01,100,MUMPS,"^PS(55,","Q:$D(PSIVACT)  I '$D(DIU(0)) S PSIVF1=55.01,PSIVF2=100 D ENTO^PSIVAL","Q:$D(PSIVACT)  I '$D(DIU(0)) S PSIVF1=55.01,PSIVF2=100 D ENFR^PSIVAL",1,,,,
55.01,142,MUMPS,"^PS(55,","Q:$D(PSIVACT)  I '$D(DIU(0)) S PSIVF1=55.01,PSIVF2=142 D ENTO^PSIVAL","Q:$D(PSIVACT)  I '$D(DIU(0)) S PSIVF1=55.01,PSIVF2=142 D ENFR^PSIVAL",1,,,,
55.01,142,MUMPS,,"K:X ^PS(55,""APIV"",DA(1),DA) S:'X ^PS(55,""APIV"",DA(1),DA)=""""","K ^PS(55,""APIV"",DA(1),DA)",1,,,,
55.01,143,MUMPS,"^PS(55,","Q:$D(PSIVACT)  I '$D(DIU(0)) S PSIVF1=55.01,PSIVF2=143 D ENTO^PSIVAL","Q:$D(PSIVACT)  I '$D(DIU(0)) S PSIVF1=55.01,PSIVF2=143 D ENFR^PSIVAL",1,,,,
55.01,143,MUMPS,,"K:X ^PS(55,""ANIV"",DA(1),DA) S:'X ^PS(55,""ANIV"",DA(1),DA)=""""","K ^PS(55,""ANIV"",DA(1),DA)",1,,,,
55.0105,0.02,MUMPS,,"S ^PS(55,DA(1),""IV"",X,""BCMA"",DA)=""""","K ^PS(55,DA(1),""IV"",X,""BCMA"",DA)",1,,,,
55.0108,1,MUMPS,,"S ^PS(55,""ASTALK"",DA(1))=X",,1,,,,
55.02,0.01,MUMPS,"^PS(55,","Q:$D(PSIVACT)  I '$D(DIU(0)) S PSIVF1=55.02,PSIVF2=.01 D ENTO^PSIVAL","Q:$D(PSIVACT)  I '$D(DIU(0)) S PSIVF1=55.02,PSIVF2=.01 D ENFR^PSIVAL",1,,,,
55.02,0.02,MUMPS,"^PS(55,","Q:$D(PSIVACT)  I '$D(DIU(0)) S PSIVF1=55.02,PSIVF2=.02 D ENTO^PSIVAL","Q:$D(PSIVACT)  I '$D(DIU(0)) S PSIVF1=55.02,PSIVF2=.02 D ENFR^PSIVAL",1,,,,
55.02,0.03,MUMPS,"^PS(55,","Q:$D(PSIVACT)  S PSIVF1=55.02,PSIVF2=.03 D ENTO^PSIVAL","Q:$D(PSIVACT)  S PSIVF1=55.02,PSIVF2=.03 D ENFR^PSIVAL",1,,,,
55.03,0.01,MUMPS,"^PS(55,",D SREF^PSOHELP1,D KREF^PSOHELP1,1,,,,
55.06,0.01,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(1))#2 KILL^PSGAL5:PSGAL(1)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(1)=X,PSGAL(""C"")=6000,PSGALFF=.01 D ^PSGAL5",1,,,,
55.06,0.01,MUMPS,,"I '$D(DIU(0)) S ^PS(55,""AUE"",DA(1),DA)=""""","I '$D(DIU(0)) K ^PS(55,""AUE"",DA(1),DA)",1,,,,
55.06,0.01,MUMPS,,Q,"K ^PS(55,""APV"",DA(1),DA)",1,,,,
55.06,0.01,MUMPS,,Q,"K ^PS(55,""ANV"",DA(1),DA)",1,,,,
55.06,0.25,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(55)) KILL^PSGAL5:PSGAL(55)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(55)=X,PSGAL(""C"")=6000,PSGALFF=.25 D ^PSGAL5",1,,,,
55.06,0.5,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(2)) KILL^PSGAL5:PSGAL(2)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(2)=X,PSGAL(""C"")=6000,PSGALFF=.5 D ^PSGAL5",1,,,,
55.06,1,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(3)) KILL^PSGAL5:PSGAL(3)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(3)=X,PSGAL(""C"")=6000,PSGALFF=1 D ^PSGAL5",1,,,,
55.06,3,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(4)) KILL^PSGAL5:PSGAL(4)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(4)=X,PSGAL(""C"")=6000,PSGALFF=3 D ^PSGAL5",1,,,,
55.06,4,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(5)) KILL^PSGAL5:PSGAL(5)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(5)=X,PSGAL(""C"")=6000,PSGALFF=4 D ^PSGAL5",1,,,,
55.06,5,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(6)) KILL^PSGAL5:PSGAL(6)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(6)=X,PSGAL(""C"")=6000,PSGALFF=5 D ^PSGAL5",1,,,,
55.06,6,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(7)) KILL^PSGAL5:PSGAL(7)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(7)=X,PSGAL(""C"")=6000,PSGALFF=6 D ^PSGAL5",1,,,,
55.06,7,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(8)) KILL^PSGAL5:PSGAL(8)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(8)=X,PSGAL(""C"")=6000,PSGALFF=7 D ^PSGAL5",1,,,,
55.06,7,MUMPS,,"I $D(^PS(55,DA(1),5,DA,2)),$P(^(2),""^"",4) S ^PS(55,DA(1),5,""AU"",X,+$P(^(2),""^"",4),DA)=""""","I $D(^PS(55,DA(1),5,DA,2)),$P(^(2),""^"",4) K ^PS(55,DA(1),5,""AU"",X,+$P(^(2),""^"",4),DA)",1,,,,
55.06,8,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(9)) KILL^PSGAL5:PSGAL(9)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(9)=X,PSGAL(""C"")=6000,PSGALFF=8 D ^PSGAL5",1,,,,
55.06,10,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(41)) KILL^PSGAL5:PSGAL(41)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(41)=X,PSGAL(""C"")=6000,PSGALFF=10 D ^PSGAL5",1,,,,
55.06,11,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(11)) KILL^PSGAL5:PSGAL(11)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(11)=X,PSGAL(""C"")=6000,PSGALFF=11 D ^PSGAL5",1,,,,
55.06,12,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(12)) KILL^PSGAL5:PSGAL(12)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(12)=X,PSGAL(""C"")=6000,PSGALFF=12 D ^PSGAL5",1,,,,
55.06,13,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(13)) KILL^PSGAL5:PSGAL(13)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(13)=X,PSGAL(""C"")=6000,PSGALFF=13 D ^PSGAL5",1,,,,
55.06,14,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(14)) KILL^PSGAL5:PSGAL(14)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(14)=X,PSGAL(""C"")=6000,PSGALFF=14 D ^PSGAL5",1,,,,
55.06,16,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(15)) KILL^PSGAL5:PSGAL(15)=X K PSGAL,"I '$D(DIU(0)),X,'$D(PSGPO) S PSGAL(15)=X,PSGAL(""C"")=6000,PSGALFF=16 D ^PSGAL5",1,,,,
55.06,16,MUMPS,,"X:'$D(PSGNVF) ""S PSGAL(""""C"""")=""""VN"""" D ^PSGAL5"" K PSGNVF,PSGAL",S PSGNVF=1,1,,,,
55.06,17,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(16)) KILL^PSGAL5:PSGAL(16)=X K PSGAL,"I '$D(DIU(0)),X,'$D(PSGPO) S PSGAL(16)=X,PSGAL(""C"")=6000,PSGALFF=17 D ^PSGAL5",1,,,,
55.06,18,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(17)) KILL^PSGAL5:PSGAL(17)=X K PSGAL,"I X,'$D(DIU(0)),'$D(PSGPO) S PSGAL(17)=X,PSGAL(""C"")=6000,PSGALFF=18 D ^PSGAL5",1,,,,
55.06,18,MUMPS,,"X:'$D(PSGNVF) ""S PSGAL(""""C"""")=""""VP"""" D ^PSGAL5"" K PSGNVF,PSGAL",S PSGNVF=1,1,,,,
55.06,19,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(18)) KILL^PSGAL5:PSGAL(18)=X K PSGAL,"I X,'$D(DIU(0)),'$D(PSGPO) S PSGAL(18)=X,PSGAL(""C"")=6000,PSGALFF=19 D ^PSGAL5",1,,,,
55.06,20,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(19)) KILL^PSGAL5:PSGAL(19)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(19)=X,PSGAL(""C"")=6000,PSGALFF=20 D ^PSGAL5",1,,,,
55.06,21,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(20)) KILL^PSGAL5:PSGAL(20)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(20)=X,PSGAL(""C"")=6000,PSGALFF=21 D ^PSGAL5",1,,,,
55.06,22,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(21)) KILL^PSGAL5:PSGAL(21)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(21)=X,PSGAL(""C"")=6000,PSGALFF=22 D ^PSGAL5",1,,,,
55.06,23,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(22)) KILL^PSGAL5:PSGAL(22)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(22)=X,PSGAL(""C"")=6000,PSGALFF=23 D ^PSGAL5",1,,,,
55.06,24,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(23)) KILL^PSGAL5:PSGAL(23)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(23)=X,PSGAL(""C"")=6000,PSGALFF=24 D ^PSGAL5",1,,,,
55.06,25,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(24)) KILL^PSGAL5:PSGAL(24)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(24)=X,PSGAL(""C"")=6000,PSGALFF=25 D ^PSGAL5",1,,,,
55.06,26,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(25)) KILL^PSGAL5:PSGAL(25)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(43)=X,PSGAL(""C"")=6000,PSGALFF=26 D ^PSGAL5",1,,,,
55.06,27,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(26)) KILL^PSGAL5:PSGAL(26)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(26)=X,PSGAL(""C"")=6000,PSGALFF=27 D ^PSGAL5",1,,,,
55.06,27.1,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(27)) KILL^PSGAL5:PSGAL(27)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(27)=X,PSGAL(""C"")=6000,PSGALFF=27.1 D ^PSGAL5",1,,,,
55.06,28,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(28)) KILL^PSGAL5:PSGAL(28)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(28)=X,PSGAL(""C"")=6000,PSGALFF=28 D ^PSGAL5",1,,,,
55.06,32,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(51)) KILL^PSGAL5:PSGAL(51)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(51)=X,PSGAL(""C"")=6000,PSGALFF=32 D ^PSGAL5",1,,,,
55.06,34,MUMPS,,"S ^PS(55,DA(1),5,""AUS"",+X,DA)="""" I $P($G(^PS(55,DA(1),5,DA,0)),""^"",7)]"""" S ^PS(55,DA(1),5,""AU"",$P(^(0),""^"",7),+X,DA)=""""","K ^PS(55,DA(1),5,""AUS"",+X,DA) I $P($G(^PS(55,DA(1),5,DA,0)),""^"",7)]"""" K ^PS(55,DA(1),5,""AU"",$P(^(0),""^"",7),+X,DA)",1,,,,
55.06,34,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(53)) KILL^PSGAL5:PSGAL(53)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(53)=X,PSGAL(""C"")=6000,PSGALFF=34 D ^PSGAL5",1,,,,
55.06,35,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(61)) KILL^PSGAL5:PSGAL(61)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(61)=X,PSGAL(""C"")=6000,PSGALFF=35 D ^PSGAL5",1,,,,
55.06,36,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(54)) KILL^PSGAL5:PSGAL(54)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(54)=X,PSGAL(""C"")=6000,PSGALFF=36 D ^PSGAL5",1,,,,
55.06,41,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(56)) KILL^PSGAL5:PSGAL(56)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(56)=X,PSGAL(""C"")=6000,PSGALFF=41 D ^PSGAL5",1,,,,
55.06,42,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(57)) KILL^PSGAL5:PSGAL(57)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(57)=X,PSGAL(""C"")=6000,PSGALFF=42 D ^PSGAL5",1,,,,
55.06,43,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(58)) KILL^PSGAL5:PSGAL(58)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(58)=X,PSGAL(""C"")=6000,PSGALFF=43 D ^PSGAL5",1,,,,
55.06,44,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(59)) KILL^PSGAL5:PSGAL(59)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(59)=X,PSGAL(""C"")=6000,PSGALFF=44 D ^PSGAL5",1,,,,
55.06,45,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(60)) KILL^PSGAL5:PSGAL(60)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(60)=X,PSGAL(""C"")=6000,PSGALFF=45 D ^PSGAL5",1,,,,
55.06,46,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(63)) KILL^PSGAL5:PSGAL(63)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(63)=X,PSGAL(""C"")=6000,PSGALFF=46 D ^PSGAL5",1,,,,
55.06,47,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(64)) KILL^PSGAL5:PSGAL(64)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(64)=X,PSGAL(""C"")=6000,PSGALFF=47 D ^PSGAL5",1,,,,
55.06,48,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(65)) KILL^PSGAL5:PSGAL(65)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(65)=X,PSGAL(""C"")=6000,PSGALFF=48 D ^PSGAL5",1,,,,
55.06,49,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(62)) KILL^PSGAL5:PSGAL(62)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(62)=X,PSGAL(""C"")=6000,PSGALFF=49 D ^PSGAL5",1,,,,
55.06,50,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(66)) KILL^PSGAL5:PSGAL(66)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(66)=X,PSGAL(""C"")=6000,PSGALFF=50 D ^PSGAL5",1,,,,
55.06,50,MUMPS,,,"K ^PS(55,""APV"",DA(1),DA)",1,,,,
55.06,51,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(67)) KILL^PSGAL5:PSGAL(67)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(67)=X,PSGAL(""C"")=6000,PSGALFF=51 D ^PSGAL5",1,,,,
55.06,52,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(68)) KILL^PSGAL5:PSGAL(68)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(68)=X,PSGAL(""C"")=6000,PSGALFF=52 D ^PSGAL5",1,,,,
55.06,53,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(69)) KILL^PSGAL5:PSGAL(69)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(69)=X,PSGAL(""C"")=6000,PSGALFF=53 D ^PSGAL5",1,,,,
55.06,54,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(70)) KILL^PSGAL5:PSGAL(70)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(70)=X,PSGAL(""C"")=6000,PSGALFF=54 D ^PSGAL5",1,,,,
55.06,56,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(71)) KILL^PSGAL5:PSGAL(71)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(71)=X,PSGAL(""C"")=6000,PSGALFF=56 D ^PSGAL5",1,,,,
55.06,57,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(72)) KILL^PSGAL5:PSGAL(72)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(72)=X,PSGAL(""C"")=6000,PSGALFF=57 D ^PSGAL5",1,,,,
55.06,58,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(73)) KILL^PSGAL5:PSGAL(73)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(73)=X,PSGAL(""C"")=6000,PSGALFF=58 D ^PSGAL5",1,,,,
55.06,59,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(74)) KILL^PSGAL5:PSGAL(74)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(74)=X,PSGAL(""C"")=6000,PSGALFF=59 D ^PSGAL5",1,,,,
55.06,60,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(75)) KILL^PSGAL5:PSGAL(75)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(75)=X,PSGAL(""C"")=6000,PSGALFF=60 D ^PSGAL5",1,,,,
55.06,61,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(76)) KILL^PSGAL5:PSGAL(76)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(76)=X,PSGAL(""C"")=6000,PSGALFF=61 D ^PSGAL5",1,,,,
55.06,62,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(77)) KILL^PSGAL5:PSGAL(77)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(77)=X,PSGAL(""C"")=6000,PSGALFF=62 D ^PSGAL5",1,,,,
55.06,64,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(79)) KILL^PSGAL5:PSGAL(79)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(79)=X,PSGAL(""C"")=6000,PSGALFF=64 D ^PSGAL5",1,,,,
55.06,65,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(78)) KILL^PSGAL5:PSGAL(78)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(78)=X,PSGAL(""C"")=6000,PSGALFF=65 D ^PSGAL5",1,,,,
55.06,66,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(80)) KILL^PSGAL5:PSGAL(80)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(80)=X,PSGAL(""C"")=6000,PSGALFF=66 D ^PSGAL5",1,,,,
55.06,66,MUMPS,,D STOREINT^PSGSICH1,,1,,,,
55.06,101,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(101)) KILL^PSGAL5:PSGAL(101)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(101)=X,PSGAL(""C"")=6000,PSGALFF=101,PSGALFN=55.06 D ^PSGAL5",1,,,,
55.06,102,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(102)) KILL^PSGAL5:PSGAL(102)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(102)=X,PSGAL(""C"")=6000,PSGALFF=102,PSGALFN=55.06 D ^PSGAL5",1,,,,
55.06,103,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(103)) KILL^PSGAL5:PSGAL(103)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(103)=X,PSGAL(""C"")=6000,PSGALFF=103,PSGALFN=55.06 D ^PSGAL5",1,,,,
55.06,104,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(104)) KILL^PSGAL5:PSGAL(104)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(104)=X,PSGAL(""C"")=6000,PSGALFF=104,PSGALFN=55.06 D ^PSGAL5",1,,,,
55.06,105,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(105)) KILL^PSGAL5:PSGAL(105)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(105)=X,PSGAL(""C"")=6000,PSGALFF=105,PSGALFN=55.06 D ^PSGAL5",1,,,,
55.06,106,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(106)) KILL^PSGAL5:PSGAL(106)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(106)=X,PSGAL(""C"")=6000,PSGALFF=106,PSGALFN=55.06 D ^PSGAL5",1,,,,
55.06,107,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(107)) KILL^PSGAL5:PSGAL(107)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(107)=X,PSGAL(""C"")=6000,PSGALFF=107,PSGALFN=55.06 D ^PSGAL5",1,,,,
55.0611,0.01,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(1101)) KILL^PSGAL5:PSGAL(1101)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(1101)=X,PSGAL(""C"")=6000,PSGALFF=.01,PSGALFN=55.0611 D ^PSGAL5",1,,,,
55.0611,0.02,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(1102)) KILL^PSGAL5:PSGAL(1102)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(1102)=X,PSGAL(""C"")=6000,PSGALFF=.02,PSGALFN=55.0611 D ^PSGAL5",1,,,,
55.0611,0.03,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(1103)) KILL^PSGAL5:PSGAL(1103)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(1103)=X,PSGAL(""C"")=6000,PSGALFF=.03,PSGALFN=55.0611 D ^PSGAL5",1,,,,
55.0611,0.04,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(1104)) KILL^PSGAL5:PSGAL(1104)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(1104)=X,PSGAL(""C"")=6000,PSGALFF=.04,PSGALFN=55.0611 D ^PSGAL5",1,,,,
55.0611,0.05,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(1105)) KILL^PSGAL5:PSGAL(1105)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(1105)=X,PSGAL(""C"")=6000,PSGALFF=.05,PSGALFN=55.0611 D ^PSGAL5",1,,,,
55.0611,0.06,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(1106)) KILL^PSGAL5:PSGAL(1106)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(1106)=X,PSGAL(""C"")=6000,PSGALFF=1106,PSGALFN=55.0611 D ^PSGAL5",1,,,,
55.0611,0.07,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(1107)) KILL^PSGAL5:PSGAL(1107)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(1107)=X,PSGAL(""C"")=6000,PSGALFF=1107,PSGALFN=55.0611 D ^PSGAL5",1,,,,
55.0611,0.08,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(1108)) KILL^PSGAL5:PSGAL(1108)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(1108)=X,PSGAL(""C"")=6000,PSGALFF=1108,PSGALFN=55.0611 D ^PSGAL5",1,,,,
55.07,0.01,MUMPS,,I '$D(DIU(0)) D:$D(PSGAL(701)) KILL^PSGAL5:PSGAL(701)=X K PSGAL,"I '$D(DIU(0)),'$D(PSGPO) S PSGAL(701)=X,PSGAL(""C"")=6000,PSGALFF=.01,PSGALFN=55.07 D ^PSGAL5",1,,,,
